fullName,city,state,location,lon,lat,type,loctype,address,north,south,east,west
Tsongas Center,Lowell,MA,"Tsongas Center, Lowell, MA",-71.3131956,42.650264,establishment,rooftop,"300 arcand dr, lowell, ma 01852, usa",42.6512349802915,42.6485370197085,-71.3118660197085,-71.31456398029151
Cross Insurance Center,Bangor,ME,"Cross Insurance Center, Bangor, ME",-68.77932849999999,44.7887999,establishment,rooftop,"515 main st, bangor, me 04401, usa",44.7902950302915,44.7875970697085,-68.77862406970848,-68.78132203029149
Spokane Arena,Spokane,WA,"Spokane Arena, Spokane, WA",-117.4221143,47.6664378,establishment,rooftop,"720 w mallon ave, spokane, wa 99201, usa",47.6680017802915,47.6653038197085,-117.4207547197085,-117.4234526802915
AT&T Stadium,Arlington,TX,"AT&T Stadium, Arlington, TX",NA,NA,NA,NA,NA,NA,NA,NA,NA
Moda Center,Portland,OR,"Moda Center, Portland, OR",-122.6668423,45.53156509999999,establishment,rooftop,"1 n center ct st, portland, or 97227, usa",45.5331393302915,45.53044136970851,-122.6664859697085,-122.6691839302915
Leflore County Civic Center,Greenwood,MS,"Leflore County Civic Center, Greenwood, MS",-90.1504145,33.5193708,establishment,rooftop,"200 ms-7, greenwood, ms 38930, usa",33.52073318029149,33.5180352197085,-90.1491429197085,-90.15184088029152
The Pinnacle,Clarksdale,MS,"The Pinnacle, Clarksdale, MS",-90.56989229999999,34.2541261,premise,rooftop,"the pinnacle, bennie s gooden ave, clarksdale, ms 38614, usa",34.2555146802915,34.2528167197085,-90.56861651970848,-90.5713144802915
Kress Events Center,Green Bay,WI,"Kress Events Center, Green Bay, WI",-87.91634839999999,44.5299824,establishment,rooftop,"2358 leon bond dr, green bay, wi 54311, usa",44.5306932302915,44.5279952697085,-87.91528316970849,-87.9179811302915
ESPN Wide World of Sports Complex,Orlando,FL,"ESPN Wide World of Sports Complex, Orlando, FL",-81.5563845,28.3381102,establishment,rooftop,"700 s victory way, orlando, fl 34747, usa",28.3411067,28.3372298,-81.5498018,-81.5563845
Baltimore Arena,Baltimore,MD,"Baltimore Arena, Baltimore, MD",-76.6187071,39.2885729,establishment,rooftop,"baltimore arena, 201 w baltimore st, baltimore, md 21201, usa",39.2898912802915,39.28719331970851,-76.61766896970849,-76.6203669302915
Harrah's Cherokee Center,Asheville,NC,"Harrah's Cherokee Center, Asheville, NC",-82.555619,35.5971794,establishment,rooftop,"87 haywood st, asheville, nc 28801, usa",35.5984846802915,35.5957867197085,-82.5543497697085,-82.5570477302915
Nashville Municipal Auditorium,Nashville,TN,"Nashville Municipal Auditorium, Nashville, TN",-86.78229999999999,36.1675,establishment,rooftop,"417 4th ave n, nashville, tn 37201, usa",36.1685669302915,36.1658689697085,-86.78109056970848,-86.78378853029149
McDonough Arena,Washington,DC,"McDonough Arena, Washington, DC",-77.07742209999999,38.9076464,establishment,rooftop,"1340 west rd, washington, dc 20007, usa",38.9089956802915,38.9062977197085,-77.07627371970848,-77.07897168029149
Wilkerson-Greines Activity Center,Fort Worth,TX,"Wilkerson-Greines Activity Center, Fort Worth, TX",-97.28362369999999,32.6694346,establishment,rooftop,"5201 ca roberson blvd, fort worth, tx 76119, usa",32.6703753802915,32.6676774197085,-97.2818169697085,-97.28451493029151
MGM Grand Garden Arena,Las Vegas,NV,"MGM Grand Garden Arena, Las Vegas, NV",-115.1686019,36.1048502,establishment,rooftop,"mgm grand las vegas, 3799 s las vegas blvd, las vegas, nv 89109, usa",36.1058088302915,36.1031108697085,-115.1669441697085,-115.1696421302915
The Arena at Northwest FL St,Niceville,FL,"The Arena at Northwest FL St, Niceville, FL",-86.47882299999999,30.5385031,establishment,geometric_center,"niceville, fl 32578, usa",30.5400825802915,30.5373846197085,-86.4777951697085,-86.4804931302915
Scheels Arena,Fargo,ND,"Scheels Arena, Fargo, ND",-96.8755571,46.83555699999999,establishment,rooftop,"5225 31st ave s, fargo, nd 58104, usa",46.8365561802915,46.8338582197085,-96.87460136970849,-96.87729933029149
Bernard G. Johnson Coliseum,Huntsville,TX,"Bernard G. Johnson Coliseum, Huntsville, TX",-95.5462223,30.712918,establishment,rooftop,"1964 bobby k marks drive, huntsville, tx 77340, usa",30.7142680802915,30.7115701197085,-95.54466861970849,-95.54736658029151
Sanford Pentagon,Sioux Falls,SD,"Sanford Pentagon, Sioux Falls, SD",-96.7547893,43.5916852,establishment,rooftop,"2210 w pentagon pl, sioux falls, sd 57107, usa",43.5926600802915,43.5899621197085,-96.75354881970848,-96.7562467802915
Alaska Airlines Center,Anchorage,AK,"Alaska Airlines Center, Anchorage, AK",-149.8141165,61.1881625,establishment,rooftop,"3550 providence dr, anchorage, ak 99508, usa",61.19002503029149,61.18732706970849,-149.8123563697085,-149.8150543302915
Allen County War Memorial Coliseum,Fort Wayne,IN,"Allen County War Memorial Coliseum, Fort Wayne, IN",-85.12421119999999,41.1156931,establishment,rooftop,"4000 parnell ave, fort wayne, in 46805, usa",41.1170752302915,41.11437726970851,-85.1226288197085,-85.12532678029152
PPL Center,Allentown,PA,"PPL Center, Allentown, PA",-75.472915,40.602668,establishment,rooftop,"701 hamilton st, allentown, pa 18101, usa",40.6040070302915,40.6013090697085,-75.47157611970849,-75.47427408029151
Island FCU Arena,Stony Brook,NY,"Island FCU Arena, Stony Brook, NY",-73.1253564,40.9173538,establishment,rooftop,"100 circle rd, stony brook, ny 11794, usa",40.9184342302915,40.9157362697085,-73.1234591197085,-73.12615708029152
U.S.C.G. AIR STATION BORINQUEN,Aguadilla,Puerto Rico,"U.S.C.G. AIR STATION BORINQUEN, Aguadilla, Puerto Rico",-67.1314665,18.4967036,establishment,rooftop,"puerto rico, 405 hangar rd, aguadilla pueblo, aguadilla 00603, puerto rico",18.4984068302915,18.4957088697085,-67.13025236970849,-67.13295033029151
War Memorial Gym,Wailuku,HI,"War Memorial Gym, Wailuku, HI",-156.4891897,20.8903665,establishment,rooftop,"700 halia nakoa st, wailuku, hi 96793, usa",20.8914499802915,20.8887520197085,-156.4878359197085,-156.4905338802915
Mississippi Coliseum,Jackson,MS,"Mississippi Coliseum, Jackson, MS",-90.1719383,32.3000947,establishment,rooftop,"1207 mississippi st, jackson, ms 39202, usa",32.30100073029149,32.29830276970849,-90.17069566970848,-90.1733936302915
Freedom Hall Civic Center,Johnson City,TN,"Freedom Hall Civic Center, Johnson City, TN",-82.3752463,36.3246946,establishment,rooftop,"1320 pactolas rd, johnson city, tn 37604, usa",36.3256418302915,36.3229438697085,-82.37339291970848,-82.3760908802915
The Fort,Alexandria,LA,"The Fort, Alexandria, LA",-91.96233269999999,30.9842977,administrative_area_level_1,approximate,"louisiana, usa",33.019544,28.8551271,-88.758388,-94.043352
LANDERS CENTER,Southaven,MS,"LANDERS CENTER, Southaven, MS",-89.99652549999999,34.9270516,establishment,rooftop,"4560 venture dr #11, southaven, ms 38671, usa",34.9285935802915,34.9258956197085,-89.9951652697085,-89.9978632302915
Royal Farms Arena,Baltimore,MD,"Royal Farms Arena, Baltimore, MD",-76.6187071,39.2885729,establishment,rooftop,"baltimore arena, 201 w baltimore st, baltimore, md 21201, usa",39.2898912802915,39.28719331970851,-76.61766896970849,-76.6203669302915
Denny Sanford Premier Center,Sioux Falls,SD,"Denny Sanford Premier Center, Sioux Falls, SD",-96.75036399999999,43.5614471,establishment,rooftop,"1201 west ave, sioux falls, sd 57104, usa",43.5623957802915,43.5596978197085,-96.74907891970848,-96.7517768802915
Pope Physical Education Center,Brooklyn,NY,"Pope Physical Education Center, Brooklyn, NY",-73.99216520000002,40.6932301,establishment,rooftop,"180 remsen st #4305, brooklyn, ny 11201, usa",40.6946623302915,40.6919643697085,-73.9907109197085,-73.99340888029151
Legacy Arena at BJCC,Birmingham,AL,"Legacy Arena at BJCC, Birmingham, AL",-86.81285679999999,33.5238723,establishment,rooftop,"1898 9th ave n, birmingham, al 35203, usa",33.52521803029149,33.52252006970849,-86.8115089197085,-86.81420688029151
Miami-Dade Arena,Miami,FL,"Miami-Dade Arena, Miami, FL",-80.18696899999999,25.7814014,establishment,rooftop,"601 biscayne blvd, miami, fl 33132, usa",25.7825077802915,25.7798098197085,-80.18529261970848,-80.1879905802915
Bloch Arena,Pearl Harbor,HI,"Bloch Arena, Pearl Harbor, HI",-157.9412764,21.3477415,establishment,rooftop,"224 a ave, honolulu, hi 96818, usa",21.3490904802915,21.3463925197085,-157.9399274197085,-157.9426253802915
Rimrock Auto Arena,Billings,MT,"Rimrock Auto Arena, Billings, MT",-108.4775334,45.8002688,establishment,rooftop,"308 6th ave n, billings, mt 59101, usa",45.8017922302915,45.7990942697085,-108.4760812697085,-108.4787792302915
Cambria County War Memorial Arena,Johnstown,PA,"Cambria County War Memorial Arena, Johnstown, PA",-78.9231824,40.32336859999999,establishment,rooftop,"326 napoleon st #1780, johnstown, pa 15901, usa",40.3247308802915,40.32203291970851,-78.9218656697085,-78.9245636302915
Cox Pavilion,Las Vegas,NV,"Cox Pavilion, Las Vegas, NV",-115.1433436,36.1044509,establishment,rooftop,"4505 s maryland pkwy #2022, las vegas, nv 89154, usa",36.10572078029151,36.10302281970851,-115.1428327197085,-115.1455306802915
Mercedes-Benz Arena,Shanghai,China,"Mercedes-Benz Arena, Shanghai, China",121.493103,31.1892515,premise,rooftop,"mei sai de si - ben chi wen hua zhong xin, 白莲泾 pu dong xin qu, shang hai shi, china, 200011",31.19039888029149,31.18770091970849,121.4945439802915,121.4918460197085
Prairie Capital Convention Center,Springfield,IL,"Prairie Capital Convention Center, Springfield, IL",-89.64425299999999,39.801085,establishment,rooftop,"1, convention center plaza, springfield, il 62701, usa",39.8021452302915,39.7994472697085,-89.64324161970849,-89.6459395802915
Bon Secours Wellness Arena,Greenville,SC,"Bon Secours Wellness Arena, Greenville, SC",-82.39152519999999,34.8526077,establishment,rooftop,"650 n academy st, greenville, sc 29601, usa",34.8540801302915,34.8513821697085,-82.3903578697085,-82.3930558302915
Esbjornson Gymnasium,Glassboro,NJ,"Esbjornson Gymnasium, Glassboro, NJ",-75.1184565,39.7108906,establishment,geometric_center,"north campus drive, glassboro, nj 08028, usa",39.7122758302915,39.7095778697085,-75.11711636970848,-75.11981433029149
Roberto Clemente Coliseum,San Juan,Puerto Rico,"Roberto Clemente Coliseum, San Juan, Puerto Rico",-66.0755353,18.4158296,establishment,geometric_center,"cw8f+8qp, av. franklin delano roosevelt, san juan, 00920, puerto rico",18.4174402802915,18.4147423197085,-66.07432186970848,-66.0770198302915
The Sandy and John Black Pavilion at Ole Miss,Oxford,MS,"The Sandy and John Black Pavilion at Ole Miss, Oxford, MS",-89.53601599999999,34.3628353,establishment,rooftop,"762 all american drive, oxford, ms 38655, usa",34.36464773029149,34.3619497697085,-89.53453861970848,-89.53723658029149
Indiana Farmers Coliseum,Indianapolis,IN,"Indiana Farmers Coliseum, Indianapolis, IN",-86.1350987,39.827601,establishment,rooftop,"1202 e 38th st, indianapolis, in 46205, usa",39.8280464302915,39.8253484697085,-86.13380376970849,-86.1365017302915
REC HALL,University Park,PA,"REC HALL, University Park, PA",-77.86984989999999,40.7958763,establishment,geometric_center,"burrowes rd, university park, pa 16802, usa",40.79736948029149,40.79467151970849,-77.86787056970849,-77.87056853029151
Abrams Gym,Fort Hood,TX,"Abrams Gym, Fort Hood, TX",-97.7772131,31.1382238,establishment,geometric_center,"bldg 23001, support ave & 62nd st, fort hood, tx 76544, usa",31.1398988302915,31.1372008697085,-97.7762170197085,-97.77891498029152
Dothan Civic Center,Dothan,AL,"Dothan Civic Center, Dothan, AL",-85.39011649999999,31.2248855,city_hall,rooftop,"126 n st andrews st #214, dothan, al 36303, usa",31.2260539302915,31.2233559697085,-85.3888170697085,-85.3915150302915
Baxter Arena,Omaha,NE,"Baxter Arena, Omaha, NE",-96.0129592,41.2361893,establishment,rooftop,"2425 s 67th st, omaha, ne 68182, usa",41.2377346802915,41.2350367197085,-96.0120756197085,-96.0147735802915
Portland Expo Center (ME),Portland,ME,"Portland Expo Center (ME), Portland, ME",-70.27683449999999,43.6560355,establishment,rooftop,"239 park ave, portland, me 04102, usa",43.6572917302915,43.65459376970851,-70.2756016697085,-70.2782996302915
Michael B. Fleming Gymnasium,Greensboro,NC,"Michael B. Fleming Gymnasium, Greensboro, NC",-79.8127179,36.0693429,establishment,rooftop,"1408 walker ave, greensboro, nc 27412, usa",36.0702274802915,36.0675295197085,-79.81140186970848,-79.8140998302915
Shelton Gym,Nacogdoches,TX,"Shelton Gym, Nacogdoches, TX",-94.6471165,31.61924389999999,establishment,rooftop,"1817 wilson dr, nacogdoches, tx 75965, usa",31.6208102302915,31.6181122697085,-94.64541701970849,-94.64811498029151
The Kroc Center (IL),Chicago,IL,"The Kroc Center (IL), Chicago, IL",-87.652565,41.6783729,amusement_park,rooftop,"1250 w 119th st, chicago, il 60643, usa",41.6799965302915,41.6772985697085,-87.6514909197085,-87.65418888029151
Verties Sails Gymnasium,Memphis,TN,"Verties Sails Gymnasium, Memphis, TN",-89.9761941,35.10839199999999,establishment,rooftop,"2582 park ave, memphis, tn 38114, usa",35.1097904302915,35.1070924697085,-89.97483071970849,-89.9775286802915
Mabee Athletic Complex,Abilene,TX,"Mabee Athletic Complex, Abilene, TX",-99.7365717,32.4766833,establishment,rooftop,"2200 simmons ave, abilene, tx 79601, usa",32.4779112802915,32.4752133197085,-99.73523256970849,-99.73793053029151
Gold Dome,Shreveport,LA,"Gold Dome, Shreveport, LA",-93.72994229999999,32.4808845,establishment,rooftop,"3482 dixie dr, shreveport, la 71104, usa",32.48212563029151,32.47942766970851,-93.72886081970849,-93.7315587802915
Petco Park,San Diego,CA,"Petco Park, San Diego, CA",-117.1570422,32.7075941,establishment,rooftop,"100 park blvd, san diego, ca 92101, usa",32.7091908802915,32.7064929197085,-117.1549981,-117.1582648
SANTA ANA STAR CENTER,Rio Rancho,NM,"SANTA ANA STAR CENTER, Rio Rancho, NM",-106.6867904,35.3091758,establishment,rooftop,"3001 civic center cir ne, rio rancho, nm 87144, usa",35.3101393302915,35.3074413697085,-106.6849011697085,-106.6875991302915
Joe Louis Arena,Detroit,MI,"Joe Louis Arena, Detroit, MI",-83.0526708,42.3252325,establishment,geometric_center,"joe louis arena, detroit, mi 48226, usa",42.32660628029149,42.32390831970849,-83.05123371970849,-83.05393168029151
Reno Events Center,Reno,NV,"Reno Events Center, Reno, NV",-119.8124923,39.531044,establishment,rooftop,"400 university wy, reno, nv 89501, usa",39.5323545802915,39.5296566197085,-119.8114817697085,-119.8141797302915
Veterans Memorial Arena,Jacksonville,FL,"Veterans Memorial Arena, Jacksonville, FL",-81.6450447,30.3258872,establishment,rooftop,"300 a philip randolph blvd, jacksonville, fl 32202, usa",30.3274429802915,30.3247450197085,-81.64329281970849,-81.6459907802915
RP Funding Center,Lakeland,FL,"RP Funding Center, Lakeland, FL",-81.9630784,28.04074,establishment,rooftop,"701 w lime st, lakeland, fl 33815, usa",28.04247568029151,28.0397777197085,-81.96125816970849,-81.96395613029149
T-Mobile Arena,Las Vegas,NV,"T-Mobile Arena, Las Vegas, NV",-115.178195,36.102812,establishment,rooftop,"the park vegas, 3780 s las vegas blvd, las vegas, nv 89109, usa",36.1046565802915,36.1019586197085,-115.1764637697085,-115.1791617302915
Toyota Center WA,Kennewick,WA,"Toyota Center WA, Kennewick, WA",-119.2168522,46.2196928,establishment,rooftop,"7000 w grandridge blvd, kennewick, wa 99336, usa",46.2209126302915,46.2182146697085,-119.2156911697085,-119.2183891302915
Golden 1 Center,Sacramento,CA,"Golden 1 Center, Sacramento, CA",-121.4996602,38.5802045,establishment,rooftop,"500 david j stern walk, sacramento, ca 95814, usa",38.5820949,38.5792329,-121.4975054,-121.5010357
H-E-B Center at Cedar Park,Cedar Park,TX,"H-E-B Center at Cedar Park, Cedar Park, TX",-97.819789599999993,30.5415189,establishment,rooftop,"2100 ave of the stars, cedar park, tx 78613, usa",30.5426088802915,30.5399109197085,-97.81869766970851,-97.82139563029152
Stockton Arena,Stockton,CA,"Stockton Arena, Stockton, CA",-121.2960735,37.9561651,establishment,rooftop,"248 w fremont st, stockton, ca 95203, usa",37.9576946802915,37.9549967197085,-121.2943443697085,-121.2970423302915
'Iolani School Gym,Honolulu,HI,"'Iolani School Gym, Honolulu, HI",-157.8253249,21.2855956,establishment,rooftop,"563 kamoku st, honolulu, hi 96826, usa",21.2869727302915,21.2842747697085,-157.8239738697085,-157.8266718302915
Savannah Civic Center,M M,GA,"Savannah Civic Center, M M, GA",-81.0969503,32.07696,establishment,rooftop,"301 w oglethorpe ave, savannah, ga 31401, usa",32.0787402802915,32.0760423197085,-81.09547421970849,-81.0981721802915
Ball Arena,Denver,CO,"Ball Arena, Denver, CO",-105.0076028,39.7486565,establishment,rooftop,"1000 chopper cir, denver, co 80204, usa",39.7499343,39.7451941,-105.0050925,-105.009774
Tuba City HS Gym,Tuba City,AZ,"Tuba City HS Gym, Tuba City, AZ",-111.2234592,36.1266657,establishment,rooftop,"160 warrior dr, tuba city, az 86045, usa",36.1278837802915,36.1251858197085,-111.2222573197085,-111.2249552802915
Glens Falls Civic Center,Glens Falls,NY,"Glens Falls Civic Center, Glens Falls, NY",-73.6418534,43.3081669,establishment,rooftop,"1 civic center plaza, glens falls, ny 12801, usa",43.3092921302915,43.3065941697085,-73.6403758197085,-73.64307378029152
Redhawk Center,Seattle,WA,"Redhawk Center, Seattle, WA",-122.313606,47.6073181,establishment,rooftop,"550 14th ave, seattle, wa 98112, usa",47.6088963302915,47.6061983697085,-122.3125409697085,-122.3152389302915
Quest Multisport,Chicago,IL,"Quest Multisport, Chicago, IL",-87.6923655,41.8733479,establishment,rooftop,"2641 w harrison st, chicago, il 60612, usa",41.874929880291504,41.8722319197085,-87.69132736970849,-87.6940253302915
ICI Center,Daytona Beach,FL,"ICI Center, Daytona Beach, FL",-81.0467428,29.1912551,establishment,geometric_center,"s clyde morris blvd, daytona beach, fl 32114, usa",29.1925597302915,29.1898617697085,-81.0453595697085,-81.0480575302915
Brookshire Grocery Arena,Bossier City,LA,"Brookshire Grocery Arena, Bossier City, LA",-93.67380279999999,32.4654921,establishment,rooftop,"2000 brookshire arena drive, bossier city, la 71112, usa",32.46695743029149,32.46425946970849,-93.67264966970849,-93.6753476302915
North Charleston Coliseum,North Charleston,SC,"North Charleston Coliseum, North Charleston, SC",-80.02243399999999,32.8654952,establishment,rooftop,"5001 coliseum dr, north charleston, sc 29418, usa",32.86646258029149,32.86376461970849,-80.0210535697085,-80.0237515302915
L. Gale Lemerand Fitness Center,Daytona Beach,FL,"L. Gale Lemerand Fitness Center, Daytona Beach, FL",-81.0500153,29.1886157,establishment,rooftop,"1 aerospace blvd #331, daytona beach, fl 32114, usa",29.1900747302915,29.1873767697085,-81.0489302197085,-81.0516281802915
KEZAR PAVILION,San Francisco,CA,"KEZAR PAVILION, San Francisco, CA",-122.4538889,37.7675,establishment,rooftop,"755 stanyan st, san francisco, ca 94117, usa",37.76885473029149,37.76615676970849,-122.4528012697085,-122.4554992302915
Baoshan Sports Center,Shanghai,China,"Baoshan Sports Center, Shanghai, China",121.491878,31.3929,establishment,geometric_center,"9fvr+5q2, yong le lu, bao shan qu, shang hai shi, china, 200940",31.3941767302915,31.3914787697085,121.4932735302915,121.4905755697085
Wintrust Arena,Chicago,IL,"Wintrust Arena, Chicago, IL",-87.6213427,41.8537349,establishment,rooftop,"200 e cermak rd, chicago, il 60616, usa",41.8549957302915,41.8522977697085,-87.62010861970852,-87.62280658029152
Montego Bay Convention Centre,Montego Bay,Jamaica,"Montego Bay Convention Centre, Montego Bay, Jamaica",-77.8204727,18.5198974,establishment,rooftop,"rose hall road, rose hall, montego bay, jamaica",18.5213959302915,18.5186979697085,-77.8192456197085,-77.8219435802915
Santander Arena,Reading,PA,"Santander Arena, Reading, PA",-75.9236111,40.335,establishment,rooftop,"700 penn st, reading, pa 19602, usa",40.3364722302915,40.3337742697085,-75.9217042697085,-75.9244022302915
Veterans Memorial Coliseum,Portland,OR,"Veterans Memorial Coliseum, Portland, OR",-122.6693299,45.532141,establishment,rooftop,"300 n ramsay wy, portland, or 97227, usa",45.5331216302915,45.5304236697085,-122.6678526697085,-122.6705506302915
Nassau Veterans Memorial Coliseum,Uniondale,NY,"Nassau Veterans Memorial Coliseum, Uniondale, NY",-73.5906528,40.7232778,establishment,rooftop,"1255 hempstead tpke, uniondale, ny 11553, usa",40.7242961302915,40.7215981697085,-73.58852929999999,-73.5915576
John Gray Gymnasium,George Town,Cayman Islands,"John Gray Gymnasium, George Town, Cayman Islands",-81.3843615,19.2782187,establishment,rooftop,"115 olympic way, george town, cayman islands",19.2796193302915,19.2769213697085,-81.3827986197085,-81.3854965802915
Little Caesars Arena,Detroit,MI,"Little Caesars Arena, Detroit, MI",-83.0552673,42.3411026,establishment,rooftop,"2645 woodward ave, detroit, mi 48201, usa",42.3429958802915,42.3402979197085,-83.05359151970849,-83.0562894802915
Jerry Richardson Indoor Stadium,Spartanburg,SC,"Jerry Richardson Indoor Stadium, Spartanburg, SC",-81.9336288,34.9634256,establishment,rooftop,"601 cummings st, spartanburg, sc 29303, usa",34.9648047302915,34.9621067697085,-81.9323984697085,-81.93509643029151
Ramstein Air Force Base,Ramstein,Germany,"Ramstein Air Force Base, Ramstein, Germany",7.597252399999999,49.440024,airport,geometric_center,"ramstein air base, 66877 ramstein-miesenbach, germany",49.4420829302915,49.4393849697085,7.597252399999999,7.574898699999999
Footprint Center,Phoenix,AZ,"Footprint Center, Phoenix, AZ",-112.0712003,33.445737,establishment,rooftop,"201 e jefferson st, phoenix, az 85004, usa",33.4472701802915,33.4445722197085,-112.0698972197085,-112.0725951802915
Alumni Hall (RI),Providence,RI,"Alumni Hall (RI), Providence, RI",-71.4368009,41.84612389999999,premise,rooftop,"peterson recreation center, providence, ri 02908, usa",41.8470305302915,41.84433256970851,-71.4353267697085,-71.4380247302915
Jake Nevin Field House,Villanova,PA,"Jake Nevin Field House, Villanova, PA",-75.33819799999999,40.033689,establishment,geometric_center,"800 e. lancaster ave, villanova, pa 19085, usa",40.0349385802915,40.0322406197085,-75.33700466970849,-75.3397026302915
Rapides Coliseum,Alexandria,LA,"Rapides Coliseum, Alexandria, LA",-92.5035205,31.2964699,establishment,rooftop,"5600 coliseum blvd, alexandria, la 71303, usa",31.2975721802915,31.2948742197085,-92.5021787197085,-92.5048766802915
Lubbock Municipal Coliseum,Lubbock,TX,"Lubbock Municipal Coliseum, Lubbock, TX",-101.8765151,33.5900689,establishment,rooftop,"lubbock municipal coliseum, 2720 drive of champions city bank auditorium, lubbock, tx 79409, usa",33.59152478029149,33.5888268197085,-101.8749864697085,-101.8776844302915
Sanford Coyote Sports Center,Vermillion,SD,"Sanford Coyote Sports Center, Vermillion, SD",-96.9278691,42.7900993,establishment,rooftop,"414 e clark st, vermillion, sd 57069, usa",42.79145578029151,42.78875781970851,-96.92651826970851,-96.92921623029152
Scheels Center,Fargo,ND,"Scheels Center, Fargo, ND",-96.7982612,46.9003733,establishment,rooftop,"1600 n university dr, fargo, nd 58105, usa",46.9017220302915,46.8990240697085,-96.7967973697085,-96.7994953302915
Convocation Center (LA),New Orleans,LA,"Convocation Center (LA), New Orleans, LA",-90.10926719999999,29.9638539,establishment,rooftop,"7900 stroelitz st, new orleans, la 70125, usa",29.9652688802915,29.9625709197085,-90.1078202697085,-90.1105182302915
SSE Arena,Belfast,Northern Ireland,"SSE Arena, Belfast, Northern Ireland",-5.914228,54.603643,establishment,rooftop,"2 queens quay, belfast bt3 9qq, uk",54.6047370802915,54.6020391197085,-5.913451519708497,-5.916149480291502
Winfield Dunn Center,Clarksville,TN,"Winfield Dunn Center, Clarksville, TN",-87.35668419999999,36.5363156,premise,rooftop,"dunn center, robb ave, clarksville, tn 37040, usa",36.5376522802915,36.5349543197085,-87.3555221697085,-87.35822013029151
Kendal Isaacs Gymnasium,Freeport,GB,"Kendal Isaacs Gymnasium, Freeport, GB",-78.6429019,26.5333159,locality,approximate,"freeport, the bahamas",26.5800838,26.4892706,-78.5565161,-78.7320184
NJIT Wellness and Events Center,Newark,NJ,"NJIT Wellness and Events Center, Newark, NJ",-74.1804421,40.74225149999999,establishment,rooftop,"104 lock st, newark, nj 07103, usa",40.74394918029149,40.7412512197085,-74.17932906970849,-74.18202703029151
Shaw Fitness Center,Fort Campbell,KY,"Shaw Fitness Center, Fort Campbell, KY",-87.46069609999999,36.6045132,establishment,rooftop,"7979 old construction rd, fort campbell, tn 42223, usa",36.6055508802915,36.6028529197085,-87.4591756697085,-87.4618736302915
Pamplin Sports Center,Portland,OR,"Pamplin Sports Center, Portland, OR",-122.6706655,45.4515284,establishment,geometric_center,"lewis and clark college, portland, or 97219, usa",45.4528429302915,45.4501449697085,-122.6696185197085,-122.6723164802915
Barry University Health & Sports Center,Miami Shores,FL,"Barry University Health & Sports Center, Miami Shores, FL",-80.19817929999999,25.8789241,establishment,rooftop,"11300 ne 2nd ave, miami shores, fl 33161, usa",25.8807602,25.8770005,-80.1941981,-80.20229479999999
Ford Center At The Star,Frisco,TX,"Ford Center At The Star, Frisco, TX",-96.8283481,33.1105911,establishment,rooftop,"9 cowboys way, frisco, tx 75034, usa",33.1119846302915,33.1092866697085,-96.82639036970849,-96.8290883302915
Riepma Arena,Midland,MI,"Riepma Arena, Midland, MI",-84.2741314,43.6278146,establishment,rooftop,"bennett sports center, midland, mi 48640, usa",43.6291635802915,43.6264656197085,-84.2732659197085,-84.27596388029151
Al McGuire Center,Milwaukee,WI,"Al McGuire Center, Milwaukee, WI",-87.92694709999999,43.0396337,establishment,rooftop,"770 n 12th st, milwaukee, wi 53233, usa",43.0409761802915,43.0382782197085,-87.92573246970849,-87.92843043029151
Delmar Fieldhouse,Houston,TX,"Delmar Fieldhouse, Houston, TX",-95.45716089999999,29.8028583,establishment,rooftop,"2020 mangum rd, houston, tx 77092, usa",29.8040913302915,29.8013933697085,-95.4562066697085,-95.45890463029151
Vancouver Convention Centre,Vancouver,BC,"Vancouver Convention Centre, Vancouver, BC",-123.116762,49.2894131,establishment,rooftop,"1055 canada pl, vancouver, bc v6c 0c3, canada",49.2903692302915,49.2876712697085,-123.1156494197085,-123.1183473802915
U.S. Bank Stadium,Minneapolis,MN,"U.S. Bank Stadium, Minneapolis, MN",-93.25749449999999,44.9736461,establishment,rooftop,"401 chicago ave, minneapolis, mn 55415, usa",44.9751498,44.9715983,-93.25503309999999,-93.26035499999999
St. John Arena,Columbus,OH,"St. John Arena, Columbus, OH",-83.0193378,40.0053172,establishment,rooftop,"410 woody hayes dr, columbus, oh 43210, usa",40.0066629302915,40.00396496970851,-83.0178490197085,-83.02054698029151
Fiserv Forum,Milwaukee,WI,"Fiserv Forum, Milwaukee, WI",-87.9173862,43.0450802,establishment,rooftop,"1111 vel r. phillips ave, milwaukee, wi 53203, usa",43.0460471302915,43.0433491697085,-87.9153680197085,-87.9180659802915
Suncoast Credit Union Arena,Fort Myers,FL,"Suncoast Credit Union Arena, Fort Myers, FL",-81.886866,26.5478179,establishment,rooftop,"13351 fsw pkwy, fort myers, fl 33919, usa",26.5495838802915,26.54688591970849,-81.88543826970849,-81.8881362302915
Fort Bliss,Fort Bliss,TX,"Fort Bliss, Fort Bliss, TX",-106.4213208,31.812438,locality,approximate,"fort bliss, tx, usa",31.833204,31.7889131,-106.3666279,-106.4405829
Viking Pavilion,Portland,OR,"Viking Pavilion, Portland, OR",-122.6862176,45.510601,establishment,rooftop,"930 sw hall st, portland, or 97201, usa",45.5119499802915,45.50925201970851,-122.6848686197085,-122.6875665802915
The Kelp Bed,Seaside,CA,"The Kelp Bed, Seaside, CA",-121.822098,36.6149217,locality,approximate,"seaside, ca, usa",36.654779,36.5968389,-121.789751,-121.874714
